INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
1SHV1848A ,50248558,5,,1013D475 ,50016872,5
1URD475 ,50018514,6,,1014D475 ,50016880,1
1VLV2192L ,50392471,10,,1018CM ,50233493,2
1VLV2192M ,50370386,1,,1019CM ,50114149,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,42,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
102A2H61 ,,3,,11A13C32E ,95317020,33
102A2H96 ,95263323,1,,11A2C118 ,95231593,11
1020CM ,50114180,5,,11A2C329 ,50101500,12
1021CM ,50114164,3,,11A2C382 ,50127026,1
1022RP38E ,50006766,30,,11A2C440 ,50127778,5
1023CM ,50114206,2,,11A3C252 ,95263760,44
1028CM2 ,50080696,20,,11A3C394 ,95263786,12
1028DHD325A ,50152750,1,,11A4C7 ,95231700,19
104URD350 ,50216431,2,,11A5C13 ,50139906,3
1041CM2 ,50113406,10,,11A5C6 ,95081667,7
1042CM150 ,50126531,6,,11A5C9 ,95069571,3
1045URD475 ,50205673,5,,11A9C132 ,95203477,2
1047URD550 ,50251594,16,,11A9C138 ,50472604,1
1049CM ,50113463,3,,11A9C75 ,95203436,5
105A2H94 ,95263356,2,,11E ,50109982,19
105L54 ,50162635,9,,11IRL125 ,50065200,4
1052CM ,95223475,2,,11IRO16F ,50108919,82
1053CM ,95096764,2,,110‐626 ,3865540,1
1054CM ,95223046,1,,110‐704 ,3865557,2
1056CM ,95223517,62,,110‐728 ,3916491,1
1057CM ,95223368,2,,1108CM250 ,50242817,1
1058URD550 ,50297019,1,,1109CM2 ,50115658,1
1059CM ,50113562,2,,111FM4 ,50192053,20
106‐118 ,3669199,1,,112CC80 ,50051697,14
1060URD550 ,50368786,6,,112DA30 ,50057447,55
1064CM ,50113570,45,,112DA35 ,50168269,99
1065CM ,50233725,6,,112DB30 ,50051697,2
107‐A3 ,3823259,1,,112DB30WD ,50051697,14
107‐147 ,,1,,112DB35WD ,50162882,1
107‐151 ,,1,,112DC35WD ,50161207,52
107‐153 ,3199650,1,,112D475 ,50006451,2
107‐159 ,3199700,22,,112D475A ,50017466,8
107‐25 ,3199270,8,,112JR300 ,50311620,10
107‐35 ,3785136,2,,112J10 ,50003961,5
107‐426 ,3798113,1,,112J10A ,50007282,13
107‐43 ,3785177,2,,112J15 ,50010529,3
107DHD275 ,50160860,1,,112PB6 ,50018191,8
108A23S12D ,95219747,8,,112PB8 ,50008069,1
108A23S4C ,95219697,1,,112SAR120 ,50108364,18
108CC80 ,50022649,4,,112SAR85 ,50109016,60
108JR300 ,50311612,2,,112X70 ,50044544,8
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,43,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
112X71WD ,50049832,11,,12A5C11 ,50139880,18
1124,95213419,99,,12A5C4 ,50139765,10
1126CM150 ,50124460,2,,12A5C7 ,,1
1127CM150 ,50200146,25,,12A9C4 ,50060607,6
1128,95213427,80,,12DA35 ,,2
1128CM150 ,50124478,1,,12PF2 ,,1
113CC3 ,50019678,1,,12PF3 ,50186477,2
1131CM2 ,50114339,2,,12SR‐R18 ,3036993,10
1132CM150A ,50206010,6,,120A‐531 ,,3
1132CM2 ,50114347,3,,120A12X097 ,95270856,5
1133CM2 ,50114354,1,,120A2A212 ,95391496,5
1134,95213443,2,,120A4‐26 ,3467487,1
1135CM150A ,50206028,21,,120A4‐531 ,3437779,3
1135CM2 ,50114370,8,,120A4‐578 ,3483708,4
1135‐4LS ,,17,,120A4‐588 ,3474079,1
1137CM ,50114388,21,,120A4‐593 ,3437829,33
1138CM150A ,50206036,9,,120A4‐603 ,3437837,21
1147CM2 ,50114479,1,,120A4‐97 ,3474061,14
115797A ,,2,,120CM ,50123207,2
117CM ,50125566,3,,120CM150 ,,1
117CM150A ,50120104,4,,120CM150A ,50120187,8
117CM250 ,50215615,6,,120CM250 ,50215672,2
117DMRD ,50035427,2,,1206WB ,,4
117FM4 ,50030410,12,,122BCR4 ,,1
117JHM ,50036441,7,,1224,95248118,24
118CM150A ,50120153,6,,1231CM150A ,50206044,4
118DMRD ,50035435,3,,124CM150A ,50080662,13
119A2A172 ,95067856,8,,124D475 ,,5
119A2A173 ,50091909,8,,125RP38E ,50007491,22
119A2A198N ,95220604,12,,1251HCM2 ,50153972,3
119A2A200N ,95269916,16,,126JR300 ,50311638,1
119A2A202N ,95264131,20,,128CM150 ,50083344,1
119DBM3 ,,1,,128RP38E ,50007509,4
119FM ,50155845,12,,13BAR3 ,,4
119JHM ,50036490,2,,13CC3 ,50019546,18
12A2C386 ,50365352,8,,13DA35 ,,3
12A2C388 ,50084938,5,,13JR300 ,50311661,1
12A2C440 ,50238896,8,,13JR38B ,50172741,24
12A3J265 ,95302576,10,,13JR38C ,50401736,5
12A4C7 ,95231700,54,,13PF1 ,50187962,16
12A5C10 ,95081733,4,,130‐TK1 ,,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,44,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
130A23S06 ,95220976,28,,141A12‐A550 ,3483963,3
130CC2 ,50018324,1,,141A12‐27 ,3483971,2
130LPF ,50055441,25,,141A12‐29 ,3484037,4
130SR‐188 ,3039930,2,,141A23S06 ,95221164,1
130SR‐40 ,3037413,3,,141DRD2 ,50163914,1
130SR‐41 ,3037421,1,,142JR38 ,95213302,1
131A23S06 ,95221008,2,,15A13C132 ,95381950,6
131CA3 ,,2,,15A13C204 ,95265062,3
131CM150 ,50178839,4,,15A13C210 ,95228631,4
131PF5 ,50177757,1,,15A13C244 ,95280244,1
132A23S06 ,95221016,2,,15A13C249 ,95264677,1
132PF5 ,50177765,10,,15A13C254 ,95280251,1
133PF5 ,50177773,6,,15A13S171 ,95265047,3
133SPF ,50198316,2,,15A13W126 ,95280285,35
136A23S06 ,50085059,3,,15A13X126 ,50089929,25
1364CM150A ,50117464,2,,15A5C101 ,95081907,4
1364CM250 ,50215573,6,,15A5C103 ,50089937,94
137A23S06 ,95221115,5,,15A5C120 ,95210415,5
138A2A249 ,95221123,19,,15A5C133 ,95096319,4
138FM2 ,,2,,15A5C142 ,95043162,3
139A23S06 ,50179357,14,,15A5C45 ,50139997,18
14A5C101 ,,9,,15A5C55 ,50140003,73
14A5C142 ,50140128,8,,15A5C76 ,95096368,17
14CC2 ,50018258,14,,15CC80 ,50022508,3
14CC3 ,50019553,33,,15D50 ,50111905,2
14IRO16A ,,17,,15JA45 ,,6
14IRO16F ,50108927,28,,15JL1 ,,2
14J50 ,95101697,58,,15JR300 ,50200971,24
14PF2 ,50188143,8,,15JR38B ,50020619,87
14PF3 ,50234368,5,,15J15 ,50009935,1
140DRD2 ,50163898,3,,15J30 ,5001030,7
140JR38 ,,3,,15J50 ,50003722,10
140JR38B ,50022763,83,,15PF1 ,50187970,21
140QRD3 ,50037233,1,,15R38 ,50043660,8
140RP38 ,,4,,15S68 ,50023241,5
140SR‐30 ,3040219,2,,150BM‐3 ,3021672,1
140SR‐31 ,3040227,2,,150BME‐17 ,,2
140SR‐34 ,3040250,2,,150BME‐9 ,,2
141AG‐4 ,3488228,1,,150BMPA102A ,,3
141AG‐552 ,3494424,9,,150CC80 ,50023142,1
141AG‐563 ,3494408,5,,150FM2 ,50154228,9
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,45,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
150J10 ,50003979,1,,16PF3 ,50186493,12
150J30 ,50012111,1,,16RP38 ,50002765,41
150J30A ,50013069,2,,16R38 ,50043686,9
150J40 ,50003219,1,,16R58 ,50072024,9
150J50 ,50004423,2,,160BC2 ,,2
150J50A ,50005123,3,,161A13H112 ,95222790,23
150PB6 ,50001528,1,,161A13S100 ,95222865,1
150SR‐302 ,,1,,161A13S112 ,95222873,99
151N75 ,,6,,161A13S125 ,95222811,13
154FM3 ,50025717,1,,161A13S137 ,95223384,99
155FM3 ,50025709,1,,161A13S162 ,95222923,26
157DB30 ,50234574,1,,161A13S187 ,95222956,2
157JR300 ,50311760,2,,161A13S206 ,,6
157JR38C ,50234640,3,,161A13S212 ,95222972,11
157J50A ,50234681,1,,161A13S225 ,95222998,9
157PB6 ,,2,,161A13S237 ,,3
157X59 ,,1,,161A13S250 ,,10
1585CM150A ,50201334,1,,161A13S256 ,,8
159H‐53 ,3034584,5,,161A13S275 ,95043394,22
1598HCM2 ,50025113,9,,161A13S281 ,50110238,2
16A13C212 ,50087964,3,,161A13S283 ,50401520,4
16A13C291 ,95096632,2,,161A13S287 ,95223061,4
16A13C343 ,50116052,2,,161A13S312 ,95265955,2
16A13C418 ,95270641,2,,161A13S347 ,,5
16A13H218 ,50115989,8,,161A13S350 ,95303616,3
16A13H221 ,95210613,3,,161A13S393 ,50111400,99
16A13H343 ,50116052,11,,161A13S400 ,,4
16A4C1 ,95077681,4,,161A13S412 ,,15
16A4C3 ,95077764,17,,161A13S450 ,95223186,3
16A4C5 ,95077798,29,,161A13S475 ,,1
16A4C7 ,95077814,2,,161A13S550 ,95043345,2
16A4C8 ,95077822,4,,161A13S662 ,95043352,4
16A4C9 ,50132927,7,,161A13S87 ,95222857,2
16CCW1 ,50023365,5,,1619JHM ,50043462,1
16CC3 ,50019561,7,,162A13S118 ,95223368,1
16DA35 ,50169697,34,,162A13S150 ,95223392,16
16D50 ,50111913,6,,162A13S156 ,50284116,4
16JA35 ,50011048,1,,162A13S181 ,,99
16J50A ,50005008,4,,162A13S200 ,95223442,99
16L54 ,50166792,3,,162A13S215 ,50110378,99
16PB8A ,50014901,45,,162A13S237 ,95096806,3
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,46,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
162A13S255 ,95223525,2,,17J50 ,50003748,10
162A13S312 ,95223574,2,,17R48 ,50010206,8
162A13S50 ,95223269,3,,17R58 ,,6
162A13S66 ,,75,,17SAR120 ,50108331,28
162A13S75 ,95223301,46,,17S49 ,,3
162A13S87 ,95223327,45,,17S70 ,50173871,4
1624JHM ,50046416,1,,170DBM3 ,50159854,8
1634CM150 ,50124551,1,,170JHM ,50038397,2
1638CM150 ,50124569,4,,1702P‐TK2 ,3802949,1
1639CM150 ,50201326,5,,1703CM150 ,50121334,10
164A13S287 ,,68,,1704CM150 ,50121342,19
164CM ,50123314,16,,171DA35 ,50320381,34
164DBM3 ,50159839,8,,171JR38C ,50171578,99
164HMB ,50026301,54,,1710‐A40 ,3649084,1
164JHM ,50038314,18,,1710B/1710P‐,,
1640CM150 ,50124577,1,,TK3 ,3802972,1
1640CM150A ,50210459,2,,1711B‐826 ,3674637,1
1641CM150 ,50124585,1,,1711B‐826‐6 ,3673811,1
1641CM150A ,50320316,1,,1711CM250 ,50243625,1
1641CM250 ,50244433,11,,1712‐A40 ,3486503,1
1646CM150 ,50122720,2,,173A13S150 ,95223996,20
1650MM ,50218478,9,,173A13S200 ,95224002,2
1654CM150 ,50122779,6,,1732CM150A ,50202340,2
166A13S393 ,95223889,25,,1734CM150 ,50121375,1
166CM ,50123330,1,,174DA35 ,50165687,32
167A13S125 ,,99,,174JA45 ,50015569,94
1688CM150 ,50121318,1,,174J30 ,50012145,8
169DBM3 ,50235407,3,,174J50 ,50004522,5
169RP38 ,50002872,1,,174R38 ,50045657,8
1697ECM250 ,50244961,2,,174R48 ,50011261,9
17A13A143 ,95239869,3,,174R58 ,50069236,33
17A13A291 ,95239927,4,,174S49 ,,3
17A13A372 ,95096855,1,,174X71 ,50049857,38
17A13S1143 ,50353879,4,,1751CM150A ,50117548,9
17A2C498 ,95210639,4,,176CM150A ,50208545,11
17DA35 ,50169713,34,,176DBM3 ,50159870,1
17DRD2 ,50006717,3,,176FM4 ,50030519,4
17JB5 ,,2,,177DRD2 ,50161678,1
17JL1 ,50067552,10,,18A2C1219 ,50476183,11
17JR300 ,50311844,19,,18A2C397 ,95064051,3
17J10A ,50005297,4,,18A2C498 ,95264693,16
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,47,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
18A2C641 ,,1,,19A4C8 ,95076907,11
18A2J1217 ,95227104,1,,19A7S97 ,95061123,1
18A2J1298 ,95269361,9,,19CC80 ,50022557,4
18A2J240 ,50102029,17,,19DA45 ,50014992,34
18A2J343 ,95209714,2,,19DB30 ,,1
18A40 ,50028752,6,,19DB30WD ,50050988,1
18A41 ,50028786,30,,19DC35 ,50161132,12
18A42 ,50028802,1,,19D475 ,50015833,11
18A44 ,50028828,58,,19JA35 ,50013143,3
18A5 ,95000006,4,,19JA55 ,50008556,22
18A50 ,50028869,2,,19J15 ,50010420,1
18A55 ,50028166,48,,19L29 ,50169408,2
18B38 ,50028695,51,,19PB6 ,50001346,45
18C38 ,50028703,51,,19PB8A ,50014919,3
18D40 ,50028760,99,,19QRD ,50028638,5
18D41 ,50028794,73,,19S49 ,,1
18F38 ,50028729,5,,19S70 ,,30
18H38 ,50028737,25,,19X70 ,50041482,99
18N70 ,50235894,1,,190DC250 ,,3
18PF2 ,50188150,3,,190DHD1060 ,50041201,2
18PF3 ,50186501,1,,190DHD1070 ,50047570,2
180CM ,,1,,1901‐A40 ,3644325,1
182A53‐A607 ,3486339,1,,1901‐A727 ,3644358,1
182A53‐29 ,3485752,9,,1902‐A40 ,3647146,8
182A53‐578 ,3485760,3,,194D50 ,,1
182A53‐589 ,3485810,6,,194JR300 ,50311968,1
182A53‐603 ,3485836,9,,194J50 ,,7
182A83‐606 ,3500832,8,,1944‐1 ,50636729,8
183D505 ,50020304,1,,196J50 ,,4
1849CM150A ,50200815,15,,197JA35 ,,3
185DHD1060B ,50215425,1,,197JA55 ,50008747,6
1859QM5 ,50179613,1,,197R48 ,50011279,5
186DA45 ,,1,,198JR38 ,,1
1878CM150A ,50201813,1,,199D1 ,50120708,32
18989‐1 ,50570795,2,,2.00E+01,50119650,3
19A11C08 ,95209870,51,,2GC01 ,50374065,99
19A11C10 ,95209888,11,,2IRO16F ,50108869,37
19A19N08 ,95200895,1,,2IRO8A ,50109511,10
19A4C11 ,95002499,4,,2U‐40 ,,1
19A4C5 ,95201331,22,,2U‐722 ,3069945,17
19A4C6 ,,99,,2U‐930‐4 ,3070091,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,48,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
2U‐933‐4 ,3070117,21,,20A11CM006 ,75210225,99
2XH‐420 ,,19,,20A11CM007 ,95000253,99
2XJ‐17 ,,6,,20A11CM008 ,95018008,99
20‐A167 ,,1,,20A11CM010 ,95018404,99
20‐A619 ,,2,,20A11CM011 ,95097648,99
20‐H58X ,,2,,20A11CM013 ,95097655,99
20‐135 ,,7,,20A11CM015 ,95210233,99
20‐135A ,,2,,20A11CM018 ,95210241,99
20‐137 ,,1,,20A11CM030 ,95097754,99
20‐137A ,3201175,2,,20A11CM110 ,50140623,2
20‐140 ,,50,,20A11CM111 ,50140631,99
20‐142 ,72002637,10,,20A11CM112 ,95018669,99
20‐162 ,,24,,20A11CM113 ,95018065,57
20‐170 ,,3,,20A11CM115 ,95028536,99
20‐171 ,,13,,20A11CM116 ,95018081,99
20‐400 ,50320852,1,,20A11CM119 ,50140698,99
20‐401 ,50320860,6,,20A11CM122 ,95086088,99
20‐402 ,72002793,29,,20A11CM125 ,95086112,99
20‐404 ,,6,,20A11CM210 ,95086526,99
20‐405 ,72002819,1,,20A11CM212 ,95018149,99
20‐406 ,,1,,20A11CM214 ,95028528,99
20‐468A ,72002850,4,,20A11CM215 ,95086492,99
20‐469 ,72002868,1,,20A11CM217 ,95086500,99
20‐469A ,72002876,9,,20A11CM220 ,50140888,99
20‐473 ,50320886,1,,20A11CM222 ,95042289,99
20‐475 ,72002900,4,,20A11CM223 ,95086542,99
20‐51 ,,1,,20A11CM224 ,95086559,40
20‐56 ,3200995,3,,20A11CM225 ,95086567,99
20‐59 ,3201076,6,,20A11CM226 ,95018453,99
20‐60 ,50320944,2,,20A11CM227 ,95018701,50
20‐67 ,50320951,1,,20A11CM228 ,95018461,99
20‐706 ,72003015,2,,20A11CM229 ,95086575,99
20‐715 ,,4,,20A11CM230 ,95018198,99
20‐715A ,,2,,20A11CM231 ,50141019,52
20‐719 ,,11,,20A11CM232 ,,99
20‐720 ,72003080,6,,20A11CM233 ,95086591,99
20‐721 ,,11,,20A11CM234 ,95018180,99
20‐724 ,72003106,8,,20A11CM235 ,95086609,9
20‐750 ,50321025,7,,20A11CM239 ,95028452,99
20‐764 ,,1,,20A11CM242 ,95086641,99
20A11CM003 ,95097606,3,,20A11CM243 ,50141092,39
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,49,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
20A11CM245 ,95018727,99,,201RM14‐24 ,3022050,2
20A11CM250 ,95018172,99,,202‐A302 ,3647401,3
20A11CM252 ,95018206,6,,202‐223 ,3647252,8
20A11CM253 ,95018735,11,,202‐311 ,3648995,7
20A11CM256 ,,50,,202‐329 ,3647294,4
20A11CM259 ,95086781,3,,202CA3 ,50068691,5
20A11CM260 ,95086898,1,,202453,3783305,2
20A11CM326 ,95087037,99,,204‐1206 ,3201910,2
20A11CM331 ,95018222,68,,205‐1003 ,3201779,1
20A11CM333 ,95087060,29,,205‐1014S ,72003189,6
20A11CM336 ,95018248,99,,205‐1040 ,3201829,1
20A11CM347 ,95358412,99,,205‐1061 ,3201860,13
20A11CM351 ,95070603,24,,205‐1098 ,3201878,4
20A11CM364 ,,1,,205‐1161 ,,1
20A11CM439 ,95017844,3,,205‐1425 ,,1
20A11CM445 ,,17,,205‐1429 ,3201928,3
20A11CM449 ,,13,,205‐1439 ,,1
20A11CM450 ,50321082,4,,205‐21 ,3200813,1
20A11CM453 ,50331628,2,,205‐400 ,72003304,2
20A11P9M439 ,50507151,12,,205‐506 ,3201498,1
20A11XM214 ,50090406,99,,205‐58 ,72003320,15
20A11XM265 ,50141274,30,,205‐58S ,72003338,12
20BM‐11 ,,6,,205‐59 ,3201084,10
20BM‐3 ,3021714,3,,205‐67 ,,1
20BM‐399A ,3022944,1,,206DA30 ,,4
20BM‐42‐5 ,3404373,1,,207‐168 ,,2
20BM‐53B ,,1,,206‐169 ,,4
20BM‐6‐2S ,3400017,2,,207‐353 ,,24
20BM‐65 ,3022241,2,,207‐356 ,,14
20BM‐67B ,3022266,1,,207‐357 ,3199908,10
20BM‐98 ,3022308,1,,207‐38 ,3199908,2
20BMB‐17B ,3021961,1,,207A11AN08956 ,95282430,1
20BMB‐9A ,3021847,2,,207A11AN09832 ,95270831,1
20D300 ,50046648,33,,207A11AN13553 ,,4
20JR300 ,50312008,1,,207A11AT09360 ,95208740,2
20QDM‐330 ,3022829,1,,207A11AT13066 ,95226072,10
20QDM‐18 ,50000868,1,,208HBCR ,50134980,1
2.00E+03 ,5011975,1,,21‐A152 ,,3
201‐11 ,,11,,21‐A168 ,,10
201‐165 ,,1,,21‐136 ,,1
201A11N542L ,95481529,1,,21‐137 ,3202520,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,50,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
21‐140 ,,6,,21H‐J67 ,,1
21‐149 ,,2,,21H‐635A ,,1
21‐158 ,,1,,21H‐638A ,,5
21‐159 ,,1,,21JL3 ,50067727,3
21‐170 ,72003692,8,,210DA30 ,,2
21‐172 ,,21,,2105CM250 ,50218080,2
21‐176 ,,83,,2107‐J59 ,,4
21‐18 ,3202025,6,,2107‐J67 ,49136,2
21‐301 ,,4,,2115‐G53 ,49138,4
21‐323 ,,4,,2115‐G58X ,,2
21‐340 ,,1,,2115‐141 ,3202538,2
21‐351 ,,1,,2115‐401 ,,1
21‐354 ,3202892,23,,213CC25 ,50021567,1
21‐355 ,,2,,2131P‐A726 ,,1
21‐363 ,72003874,34,,2131‐3A ,,1
21‐397 ,,7,,2132‐G35 ,,1
21‐403 ,,2,,2138CM250 ,50215516,28
21‐406 ,,2,,214CCW2 ,,2
21‐416 ,,1,,2140CM250 ,50215532,20
21‐417 ,,3,,2141CM250 ,50215508,26
21‐469 ,72004047,1,,2142CM250 ,50215490,25
21‐470 ,,2,,2148CM250 ,50215722,99
21‐56 ,,5,,2149CM250 ,50215730,3
21‐634 ,,8,,215‐102 ,3200300,1
21‐635 ,,2,,215‐13 ,,20
21‐637 ,,2,,215‐140 ,,1
21‐641 ,,5,,215‐159 ,3200383,35
21‐702 ,,19,,215‐160 ,3200391,3
21‐710 ,,1,,215‐351 ,,1
21‐715 ,,12,,215‐41 ,,6
21‐719 ,,99,,215‐55 ,3200219,8
21‐720 ,,99,,215‐63 ,3200235,30
21‐721 ,,19,,215‐65 ,3200243,14
21‐726 ,,1,,215‐66 ,3200250,7
21‐73 ,,23,,215‐8A ,,10
21‐739 ,,4,,2181MM ,50215276,1
21‐8 ,,16,,22‐AM168A ,470054,7
21‐870 ,,2,,22‐AN168A ,471912,7
21CCW1 ,,1,,22‐A169A ,,7
21H‐A675 ,,2,,22‐A711 ,,5
21H‐J58X ,,1,,22‐D58 ,,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,51,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
22‐D67A ,,2,,22H‐329 ,,1
22‐M170A ,,1,,22H‐634 ,,1
22‐M289 ,,1,,22H‐641 ,,1
22‐N135AF ,2,2,,22SR‐165 ,,2
22‐N168 ,72005622,3,,221‐42‐6 ,3756269,14
22‐N170A ,,2,,221CC3 ,,4
22‐N289 ,,4,,221HC23 ,50110162,2
22‐N290S ,,4,,2215‐38 ,,2
22‐N301 ,,4,,222CC3 ,50019710,2
22‐142 ,,3,,2225‐D53 ,,1
22‐351 ,,2,,2225‐38 ,50322445,3
22‐352 ,,3,,223‐A165 ,3824406,1
22‐354 ,,1,,223‐A94 ,3824570,2
22‐401 ,72005945,2,,223‐202 ,3786332,1
22‐402 ,3205598,4,,223‐23 ,3786274,1
22‐404 ,3205689,2,,223‐299 ,3786324,1
22‐406 ,3205697,8,,223‐3 ,3786431,1
22‐407 ,3205705,6,,223‐329 ,3824562,1
22‐422 ,,1,,223‐377 ,3786092,1
22‐426 ,,1,,223‐40 ,3786084,1
22‐455 ,,4,,223‐421 ,3786308,1
22‐48 ,,2,,223‐422 ,3786316,1
22‐703 ,,1,,223‐724 ,3786514,1
22‐719 ,,24,,223‐727 ,3785474,1
22‐720 ,3206315,62,,225N70 ,50157072,6
22‐721 ,72006265,14,,225S49 ,50034396,23
22‐722 ,,19,,226DB35 ,,3
22‐723 ,,8,,226D45 ,50015700,99
22‐726 ,,10,,226N82 ,50155357,18
22‐786 ,,3,,226R38 ,50045673,99
22‐96 ,,3,,226R58 ,,99
22A4C1 ,95076741,5,,226URD550 ,50202936,90
22A4C3 ,95076782,4,,226X71 ,50049881,99
22A4C5 ,95076790,10,,226X71WD ,50049899,99
22A4C7 ,50093236,1,,227‐207 ,3414034,4
22A4C8 ,95076816,99,,227‐302 ,,3
22A4C9 ,50132950,7,,227‐53 ,,1
22A4H7 ,,2,,227‐658 ,,2
22D‐58 ,72005077,7,,227‐739 ,,2
22D‐67 ,72005085,1,,227‐93 ,,1
22H‐A630 ,,1,,227GM15 ,50109347,19
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,52,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
227R38 ,50045681,3,,23‐19 ,,1
227R72 ,50022235,6,,23‐25 ,72008048,1
228DA35 ,50322551,31,,23‐352 ,,10
228D45 ,50008366,17,,23‐361 ,,13
228D475 ,50006568,99,,23‐401 ,,4
228JR38 ,50017839,17,,23‐402 ,3208519,3
228JR38B ,50022797,98,,23‐404 ,3208600,6
228J30 ,50012178,6,,23‐406 ,3208626,6
228J50 ,50004639,9,,23‐407 ,72008238,12
228R48 ,50011287,60,,23‐415 ,72008261,10
228SAR85 ,,1,,23‐416 ,3208691,8
228S49 ,50035864,37,,23‐426 ,,14
228S68 ,,10,,23‐455 ,,4
228URD475 ,50019371,32,,23‐455A ,72008311,2
228URD475U ,50395946,6,,23‐48 ,,1
228URD550 ,50202969,1,,23‐68A ,72008345,2
229D40 ,50000306,21,,23‐697 ,3208899,1
229D45 ,50008374,1,,23‐702A ,,12
229D475 ,50006576,6,,23‐703 ,,1
229D505WD ,50020429,2,,23‐71 ,,5
229JA35 ,50013911,1,,23‐712 ,,42
229JA45 ,50015593,51,,23‐721 ,3209228,7
229JA55 ,50008762,1,,23‐722 ,,1
229JB4 ,,6,,23‐723 ,,10
229J30 ,50012186,8,,23‐726 ,,16
229J40 ,50003441,13,,23‐757 ,,43
229J50 ,50004654,12,,23‐788 ,72008709,3
229R48 ,50011295,14,,23‐974 ,,3
229R58 ,50069269,28,,23A7M14 ,95043220,32
229URD475 ,,3,,23A9C807 ,95083770,2
229X71WD ,50049931,16,,23CC3 ,50019579,63
23‐AM168A ,,3,,23JR300 ,50312354,3
23‐AM222 ,,1,,23PF2 ,,3
23‐AN168AH ,,4,,230‐A40 ,,1
23‐A169A ,,5,,230‐A727 ,3389772,5
23‐A711A ,,1,,230‐302 ,3389723,7
23‐D58A ,50322593,1,,230‐74 ,3389749,2
23‐M301 ,3207974,2,,230‐98 ,3389756,4
23‐156 ,3207800,14,,231‐AN222 ,,2
23‐158 ,,1,,231‐A40A ,3670304,1
23‐172A ,,20,,231‐A611 ,,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,53,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
231‐D35 ,,1,,23140‐D53 ,,2
231‐M168 ,50323351,2,,2315‐D53 ,72010150,4
231‐M170 ,,8,,2315‐38 ,50325281,2
231‐N170 ,50323567,18,,2315‐39 ,50325299,3
231‐12 ,3431251,3,,2315‐40A ,,2
231‐183 ,50323823,1,,232JR38B ,,1
231‐251 ,50324029,4,,2325‐D53 ,,2
231‐252 ,,8,,2325‐39 ,,1
231‐258 ,50324052,4,,2325‐40A ,72010234,1
231‐259 ,50324060,5,,2325‐41 ,3207198,1
231‐262 ,50324094,43,,233R38A ,50075589,5
231‐263 ,,6,,233R58 ,50069285,14
231‐264 ,50324110,6,,235‐146 ,3200631,1
231‐266 ,50324128,11,,235‐98 ,3200623,10
